"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cover","",,2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","1","","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181468","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181468","","","","","","","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Copyright Information","",,2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","2","2","","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10182129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182129","","","","","","","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Table of Contents","",,2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","1","","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10182109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182109","","","","","","","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Welcome Message from the Chairs","",,2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","4","142","","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10182106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182106","","","","","","","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"A 50-MHz Bandwidth and 50.6-dBm OOB-IIP3 Transimpedance Amplifier Based on a Three-Stage Pseudo-Differential OTA","C. Tao; L. Lei; Z. Hong; Y. Huang","State Key Laboratory of ASIC and System, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, Fudan University, Shanghai, China",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","4","A 50 MHz bandwidth (BW) transimpedance ampli-fier (TIA) is designed for 5G Sub-6GHz SAW-less current-mode receivers (RX). It's based on an operational transconductance amplifier (OTA). To tolerate blockers, the TIA must exhibit excellent in-band (IB) and out-of-band (OOB) linearity, which in turn requires OTAs with high BW and gain. Traditional two-stage OTAs struggle to achieve this under low power consumption (PC), so this paper employs a three-stage OTA. A pseudo-differential structure without the tail current source is used to accommodate low supply voltages (Vdd). Differential-mode (DM) stability relies on feedforward (FF) compensation within the OTA and zero compensation in the feedback network. Common mode (CM) is stabilized by five different common mode rejection (CMR) techniques. The circuit is designed and simulated in a 40 nm low power (LP) CMOS technology with a Vdd of 1.2V. The post-layout simulation results show that when IM3 is set to 30 MHz, the TIA's IB and OOB IIP3 reach 31.6 dBm and 50.6 dBm, respectively. The minimum input-referred noise (IRN) is 5.14 $\mathbf{nV}/\sqrt{Hz}$. The corresponding FoM value is as high as 186.3 dBJ-1, exceeding all previous designs. The chip consumes 10.4 mW of power and occupies only 0.016mm2.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181693","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181693","Transimpedance amplifier;surface acoustic wave (SAW)-less receiver;three-stage;pseudo-differential;feedforward;common mode rejection;high linearity","5G mobile communication;Simulation;Linearity;Bandwidth;Tail;Receivers;Stability analysis","","1","","10","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"A Low Power Digitizer with Piecewise- Linear Counting Technique for High Dynamic Range Nonacell-Based 3-D-Stacked CMOS Image Sensor","J. Jun; H. Yang; B. Yoon; Y. Kim; K. Koh","Department of Electrical Engineering, Inha University, Incheon, South Korea; System LSI Division, Samsung Electronics, Hwaseong, South Korea; System LSI Division, Samsung Electronics, Hwaseong, South Korea; System LSI Division, Samsung Electronics, Hwaseong, South Korea; Department of Electrical Engineering, Inha University, Incheon, South Korea",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","5","This paper describes a low power digitizer for 3D-stacked high dynamic range (HDR) CMOS image sensors (CIS). It digitizes the electrical output signals from the pixel array on the upper chip in the 3-D-stacked CIS. It consists of a single-slope analog-to-digital converters (ADC) array with a comparator array and a digital counter array. To improve the power-efficiency of the HDR image generation systems, a piecewise-linear counting technique for an intra-scene dual-conversion gain (i-DCG) methodology is proposed. To optimize the power consumption of the ADC array, a decision-feedback technique and a hybrid counter structure are utilized in the comparator array and the counter array, respectively. With the proposed digitizer architecture, the ADC consumes only 22.8 $\mu \mathbf{W}/\mathbf{column}$, which is remarkably power-efficient. Implemented in a 28 nm process technology, the proof-of-concept prototype achieves a random noise (RN) of 89 $\mu \mathbf{V}$, a column fixed-pattern noise (FPN) of 6.5 ppm, and an integrated nonlinearity (INL) of 2 ppm at the analog gain of 16.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181676","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181676","CMOS image sensor (CIS);analog-to-digital converter (ADC);piecewise-linear counting;decision-feedback technique;low power;power-efficiency","Power demand;Image synthesis;Circuits and systems;Prototypes;Linearity;CMOS image sensors;Hybrid power systems","","6","","16","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Physical Layer Security using Squirrel Search Algorithm","T. S. N. Murthy; P. C. Sekhar; S. S. Guntur","Dept. of ECE, JNTU- GV CoE(A), Vizianagaram, Andhra Pradesh, India; Dept. of ECE, CBIT(A), Telengana, India; functional Safety, Rivian Automotive LLC, Charlotte, USA",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","5","Data security is crucial since information privacy and confidentiality are major issues in all communication systems. The goal of the study presented in this article is to enhance Physical Layer Security (PLS) by diverting eavesdroppers (Eav) from the source of information using artificial noise (AN). Artificial Noise (AN) is added using the “Squirrel Search Algorithm (SSA)”, which mingles with the original signal and causes a full departure from Eav. The system model under consideration is created utilizing a few well-known 5G technologies, including non-orthogonal multiple access (NOMA) and massive multi-input-multi-output (mMIMO), which improves Physical Layer Security (PLS). The impact of small-scale Rayleigh fading channels and Large-Scale path loss are considered here. The enhancement of secrecy performance in terms of strictly positive secrecy rate and secrecy outage probability vs SNR is verified by simulations.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181969","Physical Layer Security;Squirrel Search Algorithm;NOMA;mMIMO;Eavesdropper;AN Precoding","Fading channels;NOMA;Data privacy;Precoding;Data security;Physical layer security;Probability","","2","","18","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"A Ripple-Based Constant On-Time Controlled DC-DC Buck Converter with Inductor Current Sensing Technique","S. -J. Cheng; C. -J. Tsai; S. -Y. Wang; W. -Y. Liu; C. -P. Chen","Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Biomedical Electronics and Bioinformatics, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","5","This letter implements a ripple-based constant on-time (RBCOT) buck converter with a fast transient response fabricated in the TSMC $0.18 \mu \mathrm{m}$ CMOS process. The steady-state measurement shows that this chip can regulate output voltage from 0.9V to 1.8V while the input voltage is set at 3.3V and the output load current varies from 0.1A to 1A. The load transient response shows that when the output voltage is 0.9V, the undershoot voltage is 78m V and the overshoot voltage is 126m V. The settling time is $2.8\mu \mathrm{s}$ for a step-up load and $2.5\mu \mathrm{s}$ for a step-down load. The chip area is 0.922 mm2, The maximum efficiency is 92.32%. This work improves the traditional inductor current ramp compensation technique. Here, we utilize an accurate transconductance amplifier to amplify the inductor current, increasing system stability and efficiency. By adopting negative inductor current feedback to improve the transient response. Through the V2 controlled dual loop structures to eliminate the output dc voltage offset issues.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181410","ripple-based constant-on time control;dc-dc buck converter;current sensing;power management integrated circuit (PMIC)","Transient response;Semiconductor device measurement;Voltage measurement;Buck converters;Current measurement;Capacitors;Sensors","","1","","10","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Optimization-Inspired Deep Network for Image Restoration from Partial Random Samples","Y. Dong; R. Zhao; R. Xiong; S. Zhu; X. Fan; T. Huang","School of Computer Science, Peking University, Beijing, China; School of Computer Science, Peking University, Beijing, China; School of Computer Science, Peking University, Beijing, China; University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China; School of Computer Science, Peking University, Beijing, China",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","5","Image Restoration from Partial Random Samples (RRS) has been studied in many image restoration works. There are also some attempts to use convolutional neural networks (CNNs) to handle it. However, most existing neural network-based methods perform poorly in generalization and we need to train a specific model for each degradation situation. Besides, the sampling mask which represents the positions of the sampled pixels is not used effectively in these methods. To address the problems, we propose an optimization-inspired network called RRSNet based on our derivation of the iterative optimization formulas for RRS. In our method, we design a CNN with two encoders and one decoder for training, setting up a flexible and effective prior. To make the most of the sampling information, we concatenate the degraded image with the mask and input them into one encoder for better generalization. Then we split the pixels into two groups according to the mask and extract their features as the input of another encoder. Experiments demonstrate that our RRSNet with the mask input can handle various sampling ratios using only one trained model and achieve the best restoration performance among all comparison methods.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10182150","National Natural Science Foundation of China(grant numbers:62072009,22127807); National Key R&D Program of China(grant numbers:2021YFF0900501); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182150","Image restoration;optimization;pixel sampling;image inpainting;deep neural network","Training;Neural networks;Feature extraction;Image restoration;Decoding;Convolutional neural networks;Iterative methods","","","","20","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"Improved Toolchain-Compatible Standard Cells with 5% - 36% Lower EDP for Super Threshold Operation in 65nm Low-Power CMOS Technology","S. Yadav; A. B. J. Kokkeler; M. S. O. Alink","Radio Systems Group, University of Twente, The Netherlands; Radio Systems Group, University of Twente, The Netherlands; Integrated Circuit Design Group, University of Twente, The Netherlands",2023 IEEE International Symposium on Circuits and Systems (ISCAS),"21 Jul 2023","2023","","","1","5","High performance and energy efficiency are very crucial aspects in e.g. the field of edge computing where a tight power budget constrains the device operation. Different logic families were explored over the years to design standard cells with higher performance and/or lower power while keeping the noise immunity and the compatibility with design automation tools intact. Hybrid pass transistor logic with static CMOS output (HPSC) seems to be promising and is exploited in this paper to design low energy, high performance and toolchain-compatible standard cells without compromising on noise immunity and chip area. This paper presents a 2/3-input XOR cell, a 2/3-input XNOR cell, two variants of a half adder cell, a full adder cell and two variants of a 1-bit multiply-accumulate combinational cell based on a combination of HPSC and static CMOS logic in a commercial 65nm Low-Power CMOS technology. Post-layout simulations over all the process-voltage-temperature corners show a 4.7% - 35.7% lower energy-delay product with significant improvement in the propagation delay of the proposed cells.","2158-1525","978-1-6654-5109-3","10.1109/ISCAS46773.2023.10181651","Analog Approximate Accelerators(grant numbers:17703); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181651","Standard Cell Optimization;Cell Design;Logic Design;Super-Threshold Operation;Leakage Power;Propagation Delay;HPSC;PDP;EDP;Digital;CMOS","Performance evaluation;Semiconductor device modeling;Design standards;Semiconductor device manufacture;CMOS technology;Energy efficiency;Transistors","","","","12","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
