"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ISCAS 2024 Cover Page","",,2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","c1","c225","","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558570","","","","","","","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"A Two-step Fine-tuning Assisted Layout Sizing Scheme for Analog/RF Circuits","Z. Wang; Z. Ye; J. Zhou; X. Liu; Y. Wang",NA; NA; NA; NA; NA,2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","This paper proposes a two-step fine-tuning assisted layout sizing (FALS) scheme with an efficient post-layout sampling feature, the key of which is to reuse abundant and cheap schematic information with Transfer Learning for quickly pruning design space and achieving global optimization. The innovation is that FALS is the first work to integrate the advantages of two-step optimization and high-accuracy model-based local optimization. The same optimization results can be achieved by FALS with significantly 10× less total run-time than the conventional DE.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558541","analog/RF circuits;layout sizing;fine-tuning assisted layout sizing (FALS) scheme","Technological innovation;Machine learning algorithms;Costs;Layout;Circuits;Transfer learning;Optimization","","","","20","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Modeling and Analysis of Waferscale Switching Network with Multiple System Faults","Z. Wan; Z. Cao; S. Li; D. Ye","Zhejiang Labortary, Hangzhou, China; Institute of Information Technology, People’s Liberation Army Strategic Support Force Information Engineering University, Zhengzhou, China; Zhejiang Labortary, Hangzhou, China; Zhejiang Labortary, Hangzhou, China",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","With the end of Moore's Law and Dennard scaling, waferscale systems that integrate multiple pre-tested known good dies (KGDs) on a waferscale-interposer are new approaches to further improve chiplets-based systems' performance. This paper explores the manufacturing defects of waferscale systems and the effect to network on wafer (NoW). A traffic-balanced routing algorithm is proposed for the irregular network with multiple faults of NoW. The results show that the routing algorithm reduces transmission delay by 57% and improves throughput by 36.4% compared to the normal breadth-first-search algorithm. Besides, we build a throughput model by using the nonlinear least squares method (NLLS) with the parameters of faults number, location and concentration ratio. The results show that the model can reach 0.98 goodness of fit and accurately predict the throughput performance of different irregular NoW topologies. The model can be used to predict the system performance and avoid critical faults of the physical waferscale switching system.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558627","Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558627","waferscale system;on-wafer interconnect networks;routing algorithm;chiplet","Semiconductor device modeling;Network topology;System performance;Computational modeling;Predictive models;Throughput;Routing","","1","","15","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"A 600MS/s 10-bit SAR ADC with unit via-based delta-length C-DAC in 22nm FDSOI","M. Pietzko; J. Ungethüm; A. Abdelaal; J. G. Kauffman; M. Ortmanns","Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","This work presents a 600MS/s 10-bit single-channel asynchronous successive-approximation-register (SAR) analog-to-digital converter (ADC) using a highly linear unit via-based delta-length capacitive digital-to-analog converter (C-DAC). The plain and regular segmented C-DAC structure is presented in detail, which provides close to 13-bit static matching with an area of only 1160 μm2. A Flash ADC is employed to pre-load some MSBs for improved conversion speed while also efficiently utilizing DAC segmentation, which is practically necessary in delta-length-based C-DACs. This ADC architecture can easily be extended to a time-interleaved SAR to fully take advantage of the fast Flash conversion. The ADC was fabricated in a 22nm FDSOI technology and achieves a SNDR of 51.37dB at 600MS/s with near Nyquist input while consuming 3.04mW from a 0.85V supply, which leads to a Walden FoM of 16.74fJ/conversion-step.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558087","analog-to-digital converter (ADC);successive-approximation-register (SAR);Flash;asynchronous;wideband;capacitive digital-to-analog converter (C-DAC);delta-length;unit via","Accuracy;Circuits and systems;Digital-analog conversion;Capacitors;Silicon-on-insulator;Analog-digital conversion","","","","12","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Three-Phase Motor Driver with Overcurrent Protection Function","X. Zhang; F. Wang; D. Xing; L. Zhu","School of Physical Science and Technology, Lanzhou University, Lanzhou, China; School of Physical Science and Technology, Lanzhou University, Lanzhou, China; Department of Integrated Circuit Design, Chengdu Huanyuxin Technology Co., Ltd., Chengdu, China; Gansu Construction Investment (Holdings) Group Corporation Equipment Manufacturing Co., Ltd., Lanzhou, China",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","With the continuous advancement of power-integrated circuit design and semiconductor technology, motor drivers are evolving toward intelligent power integration. In this paper, a high-voltage three-phase brushless DC (BLDC) motor driver chip is designed based on the 0.18μm BCD process, incorporating low-power overcurrent detection and protection and hysteresis temperature protection functions. The chip is capable of achieving a maximum current output of 5.6A, with a sustained driving current of up to 2.8A. The driver integrates internal modules such as overcurrent detection, over temperature protection, charge pump, reference voltage, PWM current modulation, and Hall signal decoding. Additionally, it can regulate motor speed based on loop feedback to meet the driving requirements of BLDC motors, demonstrating excellent performance metrics.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558184","high-voltage three-phase brushless DC motor;driver chip;charge pump;overcurrent protection","Measurement;Integrated circuits;Simulation;Layout;High-voltage techniques;Pulse width modulation;Motors","","","","8","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"On the design of reflecting intelligent surfaces for multi-user NOMA communication networks","J. Shabanpour; C. Simovski","Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Aalto, Finland; Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Aalto, Finland",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","Reconfigurable intelligent surfaces offer potential opportunity for wireless signal manipulation. In Power Domain Non-Orthogonal Multiple Access (P-D NOMA), ensuring users receive specific power from the base station is vital. Our paper introduces a semi-analytical method using unequal coefficients superposition to derive closed-form formulas for estimating the beam directivity in large RISs. Employing simplifications to achieve these formulas, we validate their accuracy via full-wave simulations.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558543","RIS;PD-NOMA;6G;Metasurface","Wireless communication;NOMA;Base stations;Accuracy;Additives;Circuits and systems;Reconfigurable intelligent surfaces","","","","21","EU","2 Jul 2024","","","IEEE","IEEE Conferences"
"Data harvesting from seabed-mounted observation instruments using optical wireless communication on underewater drone","T. Sawa; T. Nakatani; Y. Maeda; T. Asou","Engineering Department, JAMSTEC, Yokosuka, Japan; Engineering Department, JAMSTEC, Yokosuka, Japan; Engineering Department, JAMSTEC, Yokosuka, Japan; Engineering Department, JAMSTEC, Yokosuka, Japan",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","In order to collect data from seabed-mounted instruments, it was necessary and costly to recover the instruments themselves conventionally. data harvesting, which collects only data from the instruments, is a solution to reduce the cost. In this paper, specially developed UOWC modems were installed on a seabed mounted observation instrument and an underwater drone, and data harvesting was done from the instrument to the drone at the sea. In a preliminary test in shallow water, communication between the modems was established despite of sunlight. In a sea trial in deep sea, the communication range was reduced due to high turbidity near the seabed, but harvesting multiple photos taken by the seabed-mounted instrument was carried out successfully using the cruising underwater drone.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10557969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10557969","owc;underwater;drone;harvesting","Wireless communication;Instruments;Sea floor;Prototypes;Turbidity;Modems;Propagation losses","","1","","5","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"A Reduced Spiking Neural Network Architecture for Energy Efficient Context-Dependent Reinforcement Learning Tasks","H. Rasheed; P. Mirtaheri; A. Muhtaroglu","Dept. of Machines, Electronics & Chemistry, Faculty of Technology, Art and Design (TKD), Oslo Metropolitan University, Oslo, Norway; Dept. of Machines, Electronics & Chemistry, Faculty of Technology, Art and Design (TKD), Oslo Metropolitan University, Oslo, Norway; Dept. of Machines, Electronics & Chemistry, Faculty of Technology, Art and Design (TKD), Oslo Metropolitan University, Oslo, Norway",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","Neuromorphic circuits and systems involving spiking neural networks (SNN) have resulted in disruptive advances in performance/joule for relevant applications. A novel reinforcement learning (RL) digital hardware architecture is presented in this work that achieves energy consumption improvements through three fundamental techniques: The first two techniques comprise reduction in the complexity of the arithmetic unit for the optimization of recurring synapse and neuron cores in the network array, which is inspired by ""crude"" nature of the building blocks in the biological neurons that are tolerant to inaccuracy and noise. As the third technique, the RL SNN middle (hippocampus) layer is equipped with a simple scratchpad to facilitate temporal hysteresis in synaptic plasticity during the RL processes of long-term potentiation/depression (LTP / LTD). This feature is inspired by the non-temperamental behavior of biological synapses. The intelligent allocation significantly reduces learning time in a given task. Implementation on Intel Cyclone IV FPGA demonstrated significant advantages in cost, power dissipation and execution time, resulting in more than two orders of magnitude benefit in energy consumption for a context-dependent learning task on a 16-node 3-layer RL network presented in the literature.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558211","Reinforcement learning (RL);spiking neural network (SNN);neuromorphic hardware;low-power;low-cost;low-energy;context-dependent task","Energy consumption;Circuits and systems;Neurons;Reinforcement learning;Biology;Power dissipation;Resource management","","","","15","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"A Generalized Heat Kernel Smoothing Filter for Signal Denoising over Graph","C. -C. Tseng; S. -L. Lee","Depart. of Computer and Communication Engineering, National Kaohsiung University of Sci. and Tech., Kaohsiung, Taiwan; Depart. of Computer Science and Information Engineering, Chang Jung Christian University, Tainan, Taiwan",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","Heat kernel smoothing (HKS) is a prominent method in graph signal processing (GSP) tailored for handling irregular data from complex networks. This paper introduces a generalized HKS filter designed for enhanced signal denoising over graphs. Initially, we generalize the graph Laplacian matrix (GLM) in HKS method to the p-power GLM. This allows modification of the spectral response of the HKS filter, enabling a flatter passband and a steeper transient band through adjustments to the value of positive integer p. Subsequently, two methods are presented to implement the generalized HKS filter. One is the centralized implementation method that is based on eigen-decomposition of GLM; the other is the distributed implementation method that is based on Bernstein polynomial approximation. As a case study, we apply the HKS filter to temperature data from sensor networks, demonstrating its efficacy. Experimental results show that the proposed HKS filter can provides higher signal to noise ratio (SNR) than original HKS filter.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558098","Graph signal processing;heat kernel smoothing;graph Laplacian matrix;signal denoising;graph filter","Heating systems;Temperature sensors;Temperature distribution;Smoothing methods;Laplace equations;Signal processing;Signal denoising","","3","","32","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Quantization-Robust On-Chip Jitter Measurement Technique for Multiple Local Oscillator Systems","L. Schramm; P. Baumgartner; J. Aghassi-Hagmann","Karlsruher Institut für Technologie (KIT), Institut für Nanotechnologie, Karlsruhe, Germany; Intel Germany, Munich, Germany; Karlsruher Institut für Technologie (KIT), Institut für Nanotechnologie, Karlsruhe, Germany",2024 IEEE International Symposium on Circuits and Systems (ISCAS),"2 Jul 2024","2024","","","1","5","Advanced 5G/6G transceiver architectures often contain multiple local oscillators with stringent phase noise requirements. The common technique of cycle-to-cycle jitter for on-chip phase stability monitoring suffers however from an up-scaling of quantization noise for high frequency low phase oscillators. We propose a technique based on time difference measurements between the edges of two independent local oscillators, which may be of different frequency. For validation a test circuit designed in 16 nm FinFET CMOS technology was measured with results showing good agreement between the proposed technique and expectations by high-precision laboratory equipment. With a quantization noise floor limited to far-off frequency components, our concept enables a quantization-robust minimal area-overhead on-chip jitter measurement for phase noise monitoring in build-in self-tests or phase-noise power trade-off techniques.","2158-1525","979-8-3503-3099-1","10.1109/ISCAS58744.2024.10558206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558206","phase noise;jitter;on-chip measurement;quantization error;BIST;5G transceiver","Quantization (signal);Phase measurement;Measurement uncertainty;Jitter;Transceivers;Frequency measurement;System-on-chip","","","","12","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
