"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Proceedings 2020 IEEE International Conference on Edge Computing EDGE 2020","",,2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284330","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"Proceedings 2020 IEEE 13th International Conference on Edge Computing","",,2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284278","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"[Copyright notice]","",,2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the copyright information for the conference. May include reprint permission information.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284271","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"Table of Contents","",,2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","3","Presents the table of contents/splash page of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284249","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"2020 IEEE World Congress on Services Message from the Steering Committee Chair","C. K. Chang","Iowa State University, Steering Committee Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284259","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"IEEE 2020 World Congress on Services Message from the General Chair of Congress Symposia","R. Chang","IBM Research, Symposia General Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284293","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"IEEE 2020 World Congress on Services Welcome Message from Congress 2020 General Chairs","H. Mei; E. Bertino","Peking University, General Chair; Peking University, General Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284323","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"IEEE 2020 World Congress on Services Message from the Program Chairs in Chief","E. Damiani; Z. Jin","University of Milan, Program Chair; Peking University, Program Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284247","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"IEEE 2020 World Congress on Services Message from the Technical Committee Chair on Services Computing of IEEE Computer Society","R. Chang","IBM Research, TCSVC Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284303","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"IEEE 2020 World Congress on Services Welcome Message from the Women in Services Computing Symposium Chair","L. Herger","IBM Research, TJ Watson Research Center, WISC General Chair",2020 IEEE International Conference on Edge Computing (EDGE),"17 Dec 2020","2020","","","1","1","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-7281-8254-4","10.1109/EDGE50951.2020.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284235","","","","","","","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
