"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Title Page i","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","1","1","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646424","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Title Page iii","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","3","3","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646427","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Copyright Page","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","4","4","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646422","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Table of Contents","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","5","8","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646426","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Congress Steering Committee Chair Message","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","9","9","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646445","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Congress General Chair Message","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","10","11","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646419","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Congress Program Chairs Message","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","12","12","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646423","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"TCSVC Chair Message","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","13","13","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646440","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"EDGE 2024 General Chairs Message","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","14","15","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646429","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"EDGE 2024 Program Committee","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","16","17","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646442","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"EDGE 2024 Reviewers","",,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","18","18","","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646421","","","","","","","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"An Empirical Study on Edge-to-Cloud Continuum for Smart Applications: Performance, Design Patterns, and Key Factors","N. Chen; A. N. Toosi; B. Javadi; D. Alqahtani; M. S. Aslanpour; M. Xu","Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia; Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia; School of Computer, Data and Mathematical Sciences, Western Sydney University; Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia; Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia; Chinese Academy of Sciences, Shenzhen Institute of Advanced Technology",2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","1","11","The rapid evolution of cloud-native technologies has facilitated seamless application deployment and execution across the entire edge-to-cloud continuum. This continuum offers a myriad of benefits, including reduced latency, optimized bandwidth utilization, enhanced data privacy, improved reliability, scalability, and flexibility. However, realizing a coherent edge-to-cloud continuum poses challenges especially in resource management, due to the heterogeneous and dynamic nature of computing resources such as resource scheduling and load balancing. This paper focuses on the Container-as-a-Service model enabling independent execution of functions/microservices anywhere on the continuum. We propose an architectural design for constructing a practical edge-to-cloud infrastructure and conduct comprehensive performance evaluations using a real edge-to-cloud testbed. Through an empirical study, we aim to identify key factors impacting application performance and resource management within the continuum, with a specific focus on AI-based IoT applications. Our experiments explore various design patterns including load balancing techniques, scheduling algorithms, invocation methods, gateway and data source location, and factors such as bandwidth and delay, providing practical insights for practitioners and researchers alike.","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646441","continuum;edge;cloud;kubernetes;performance;load balancing;edge-to-cloud","Performance evaluation;Scheduling algorithms;Soft sensors;Scalability;Bandwidth;Logic gates;Load management","","","","31","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"Cross Network Layer Cognitive Service Orchestration in Edge Computing Systems","M. Rafiee; A. Taherkordi; Ö. Alay","Department of Informatics, University of Oslo, Oslo, Norway; Department of Informatics, University of Oslo, Oslo, Norway; Department of Informatics, University of Oslo, Oslo, Norway",2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","12","21","The edge architecture introduces challenges due to the presence of heterogeneous constrained devices and the dynamic nature of the network. Dynamic service orchestration is essential for efficient utilization of network resources in this context. Service orchestration plays a critical role in 5G networks in automating end-to-end service deployment and operations, and 5G network slicing. However, existing approaches on service orchestration primarily focus on resource availability, lacking a comprehensive understanding of network conditions-cross network layer orchestration. As a result, providing efficient service orchestration for delay-sensitive services remains a significant research area. To address this gap, this paper proposes a cognitive service orchestration framework that leverages not only application-level resource demands, but also the real-time status of the network infrastructure. This cognitive framework incorporates Reinforcement Learning, enabling it to dynamically interact with the network environment and continuously update policies for intelligent decision-making in complex 5G networks. The efficacy of the proposed framework is evaluated using an object detection application in smart cities. The evaluation results show that the proposed framework achieves a significant reduction in latency as compared to OpenELB, with a remarkable $58 \%$ decrease, which highlights its efficiency and effectiveness in meeting the requirements of delay-sensitive services.","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646437","Service Orchestration;Cognitive Computing;Edge Computing;Reinforcement Learning;SDN;Kubernetes","5G mobile communication;Smart cities;Network slicing;Image edge detection;Heuristic algorithms;Surveillance;Real-time systems","","","","31","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
"CargoSync: Efficient Containerd Image Updates in Low-Bandwidth Edge Environments with Rsync-based Delta Compression","I. Protogeros; M. Karamousadakis; M. Rizakis; A. Porichis",TWI Hellas & National Technical University of Athens; Plaixus Ltd; University of Essex; University of Essex,2024 IEEE International Conference on Edge Computing and Communications (EDGE),"28 Aug 2024","2024","","","22","28","Containers have emerged as the standard for software deployment, offering simplicity, low overhead, and portability. In the context of updating containers in Edge environments, the constrained bandwidth poses the critical challenge of minimizing data transfer and optimizing the update process. This paper introduces CargoSync, a Containerd-based tool designed for efficient image updates. It leverages the rsync tool for delta compression, reducing the size of updates towards saving network resources. The proposed method is evaluated against traditional pull-based updates showcasing notable improvements in data transfer efficiency as well as update times even for large container images when bandwidth is severely limited. Our tool competes favourably with Moby-based counterpart Balena-engine’s rsync delta updates in our performance evaluations, making it the first Containerd-based tool to effectively adopt this approach. Additionally, CargoSync addresses the challenge of distributing updates to multiple machines concurrently, demonstrating scalability benefits. The results indicate the potential of CargoSync for optimizing container image updates in resource-constrained environments.","2767-9918","979-8-3503-6849-9","10.1109/EDGE62653.2024.00013","Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646439","Containerization;Delta Encoding;Image Updates;Resource-constrained environments;Containerd;rsync","Image coding;Image edge detection;Scalability;Bandwidth;Containers;Predictive models;Data transfer","","","","38","IEEE","28 Aug 2024","","","IEEE","IEEE Conferences"
