"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cover Page","",,2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","1","1",": Presents the front cover or splash screen of the proceedings record.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869906","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869906","","","","","","","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Front Page","",,2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","1","35","Presents the front cover or splash screen of the proceedings record.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869900","","","","","","","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Table of Contents","",,2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","36","59","Presents the table of contents for this issue of the publication.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9870021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9870021","","","","","","","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Copyright Page","",,2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","1","1","Presents the copyright information for the conference. May include reprint permission information.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869985","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869985","","","","","","","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Memristor-Based In-Circuit Computation for Trace-Based STDP","D. Wang; J. Xu; F. Li; L. Zhang; Y. Wang; A. Lansner; A. Hemani; L. -R. Zheng; Z. Zou","State Key Laboratory of ASIC and System, School of Information Science and Technology, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, School of Information Science and Technology, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, School of Information Science and Technology, Fudan University, Shanghai, China; Department of Electrical Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Department of Future Technologies, University of Turku, Turku, Finland; KTH Royal Institution of Technology, Stockholm, Sweden; KTH Royal Institution of Technology, Stockholm, Sweden; State Key Laboratory of ASIC and System, School of Information Science and Technology, Fudan University, Shanghai, China; State Key Laboratory of ASIC and System, School of Information Science and Technology, Fudan University, Shanghai, China",2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","1","4","Recently, memristors have been widely used to implement Spiking Neural Networks (SNNs), which is promising in edge computing scenarios. However, most memristor-based SNN implementations adopt simplified spike-timing-dependent plasticity (STDP) for the online learning process. It is challenging for memristor-based implementations to support the trace-based STDP learning rules that have been widely used in neuromorphic applications. This paper proposed a versatile memristor-based architecture to implement the synaptic-level trace-based STDP learning rules. Especially, the similarity between synaptic trace dynamics and the memristor nonlinearity is explored and exploited to emulate the trace variables of trace-based STDP. As two typical trace-based STDP learning rules, the pairwise STDP and the triplet STDP, are simulated on two typical nonlinear bipolar memristor devices. The simulation results show that the behavior of physical memristor devices can be well estimated (below 6% in terms of the relative root-mean-square error), and the memristor-based in-circuit computation for trace-based STDP learning rules can achieve a high correlation coefficient over 98%.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9870015","National Natural Science Foundation of China(grant numbers:61876039,17DZ2260900,92164301); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9870015","Memristor;trace;spike-timing-dependent plasticity (STDP);online learning;spiking neural network (SNN);neuromorphic computation","Correlation coefficient;Neuromorphics;Circuits and systems;Simulation;Neural networks;Memristors;Computer architecture","","6","","13","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Energy-Efficient High-Accuracy Spiking Neural Network Inference Using Time-Domain Neurons","J. Song; J. Shirn; H. Kim; W. -S. Choi","Department of ECE, ISRC, Seoul National University, Seoul, South Korea; Department of ECE, ISRC, Seoul National University, Seoul, South Korea; Department of ECE, ISRC, Seoul National University, Seoul, South Korea; Department of ECE, ISRC, Seoul National University, Seoul, South Korea",2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","5","8","Due to the limitations of realizing artificial neural networks on prevalent von Neumann architectures, recent studies have presented neuromorphic systems based on spiking neural networks (SNNs) to reduce power and computational cost. However, conventional analog voltage-domain integrate-and-fire (I&F) neuron circuits, based on either current mirrors or op-amps, pose serious issues such as nonlinearity or high power consumption, thereby degrading either inference accuracy or energy efficiency of the SNN. To achieve excellent energy efficiency and high accuracy simultaneously, this paper presents a low-power highly linear time-domain I&F neuron circuit. Designed and simulated in a 28nm CMOS process, the proposed neuron leads to more than 4.3x lower error rate on the MNIST inference over the conventional current-mirror-based neurons. In addition, the power consumed by the proposed neuron circuit is simulated to be $0.230\mu \mathrm{W}$ per neuron, which is orders of magnitude lower than the existing voltage-domain neurons.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9870009","National Research Foundation of Korea(grant numbers:2020M3H2A1078119); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9870009","artificial neural network;spiking neural network;ANN-to-SNN conversion;integrate-and-fire neuron;time-domain signal processing","Power demand;Error analysis;Neuromorphics;Simulation;Neurons;Signal processing;CMOS process","","8","","15","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Analog-Domain Time-Series Moment Extraction for Low Power Predictive Maintenance Analytics","A. Shylendra; P. Shukla; S. Bhunia; A. R. Trivedi",NA; NA; NA; NA,2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","9","12","This work presents a novel low-power CMOS implementation for fast statistical feature extraction from time series. Machine learning (ML) models have become standard for time series processing, however, need to rely on a statistical feature extraction stage. Low power statistical feature extraction from time series has received limited attention despite its central role. Addressing this gap, we present a CMOS-based nonparametric statistical feature extraction. We exploit hardware-level opportunities in the analog domain, such as eliminating additions by current outputs and simplifying kernel cells. We also leverage algorithmic opportunities to utilize continuous-domain sample integration to downsample time series without affecting accuracy. Our propositions are experimentally verified using TSMC 65nm test chip and show 17–75 × lower energy than an advanced digital design on various statistical features. While analog processing is susceptible to non-idealities, co-designing the downstream ML model against such non-idealities can retain accuracy to benefit from the analog domain's area/energy efficiency.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869914","Anomaly detection;statistical feature extraction","Semiconductor device modeling;Interpolation;Circuits and systems;Time series analysis;Machine learning;Feature extraction;Kernel","","3","","7","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Effect of ReRAM Neuromorphic Circuit Array Variation and Fault on Inference Accuracy","P. Quibuyen; T. Jiao; H. Y. Wong","Dept. of Electrical Engineering, San Jose State University, San Jose, USA; Dept. of Electrical Engineering, San Jose State University, San Jose, USA; Dept. of Electrical Engineering, San Jose State University, San Jose, USA",2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","13","16","In this paper, we study the inference accuracy of Resistive Random Access Memory (ReRAM) based neuromorphic circuit under various array faults using fully analog SPICE simulations. The ReRAM Verilog-A model is calibrated to the experiment and a 45nm realistic Process Design Kit (PDK) is used. A handwritten dataset is used for the demonstration with a neural network containing 3 hidden layers. The faults studied include the random variations of ReRAM gap size due to gap size drifting and the “stuck-off” faults with various spatial shapes in the ReRAM arrays. We also study how the faulty array location in the neural network affects circuit fault tolerance. Finally, we propose fault-aware processing and layout guidelines for extending the lifetime of ReRAM neuromorphic circuits for Internet-of-Things (IoT) applications.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869936","Fault;Inference Accuracy;Internet-of-Things (IoTs);Neuromorphic;ReRAM;SPICE simulation","Process design;Neuromorphics;Shape;Neural networks;Resistive RAM;Layout;SPICE","","1","","21","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Low-current, highly linear synaptic memory device based on MoS2 transistors for online training and inference","M. Farronato; M. Melegari; S. Ricci; S. Hashemkani; C. M. Compagnoni; D. Ielmini","Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano and IUNET, Milano, Italy",2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","1","4","In-memory computing (IMC) is attracting a strong interest for hardware accelerators of neural networks for artificial intelligence (AI) applications. To that aim, high density memory arrays are used as artificial synaptic arrays, storing the weights of the neural network and performing the matrix-vector multiplication (MVM) involved in the network operation. Within these implementations, in-situ update of the weights can be achieved during network training, thus avoiding power-hungry data movement. For training applications, a key requirement for synaptic devices is the capability to operate at low current to avoid large area of the peripheral circuitry and excessive current-resistance (IR) drop. Also, high linearity of weight update is necessary for accelerating the outer product for online training by backpropagation. To meet all these demands, in this work we present a novel synaptic memory device based on interface-state trapping in MOS transistors with a 2D MoS2 channel. By operating the device in the deep subthreshold regime, a very low (few nS) and linearly updatable conductance with pulses of equal amplitude is demonstrated. Simulations of neural network training show an accuracy of 96.8% for MNIST, close to the floating-point accuracy of 97.8%.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869854","MoS2;synaptic device;in-memory computing;neural networks;deep learning","Training;Backpropagation;Performance evaluation;MOSFET;Linearity;Logic gates;Sulfur","","3","","25","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
"Class Attention Transfer for Semantic Segmentation","Y. Cho; S. Kang","Department of Artificial Intelligence, Sogang University, Seoul, South Korea; Department of Electronic Engineering, Sogang University, Seoul, South Korea",2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS),"5 Sep 2022","2022","","","41","45","This paper proposes a knowledge transfer method using class attention maps (CAM) that are class-discriminative for training lightweight semantic segmentation networks. Since semantic segmentation classifies for each pixel, it is difficult to focus on the discriminative regions for each class in a single channel attention map. Thus, we generate attention maps for each class by using weights obtained from feature maps and class masks for squeezing the channels of the feature maps and then forcing a student network to generate the CAM that mimic the CAM of a teacher network. Our proposed method improves the state-of-the-art HRNetV2-W18+OCR by 4.78% in mIoU on the Cityscapes dataset.","","978-1-6654-0996-4","10.1109/AICAS54282.2022.9869901","Korea Creative Content Agency(grant numbers:R2020040058); Korea Agency for Infrastructure Technology Advancement (KAIA); Ministry of the Interior and Safety(grant numbers:22PQWO-C153369-04); National Research Foundation of Korea (NRF); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869901","Knowledge Distillation;Semantic Segmentation;Attention Maps","Training;Image segmentation;Circuits and systems;Semantics;Integrated circuit modeling;Task analysis;Artificial intelligence","","3","","19","IEEE","5 Sep 2022","","","IEEE","IEEE Conferences"
