"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Efficient and Fast Softmax Hardware Architecture (EFSHA) for Deep Neural Networks","M. A. Hussain; T. -H. Tsai","National Central University, Zhongli, Taiwan; National Central University, Zhongli, Taiwan",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","4","Deep neural networks are widely used in computer vision applications due to their high performance. However, DNNs involve a large number of computations in the training and inference phase. Among the different layers of a DNN, the softmax layer has one of the most complex computations as it involves exponent and division operations. So, a hardware-efficient implementation is required to reduce the on-chip resources. In this paper, we propose a new hardware-efficient and fast implementation of the softmax activation function. The proposed hardware implementation consumes fewer hardware resources and works at high speed as compared to the state-of-the-art techniques.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458541","Softmax layer;FPGA;deep neural networks;learning on-chip;area-efficient implementation","Training;Computer vision;Circuits and systems;Conferences;Neural networks;Computer architecture;Hardware","","11","","16","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"NeuroSim Validation with 40nm RRAM Compute-in-Memory Macro","A. Lu; X. Peng; W. Li; H. Jiang; S. Yu","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, USA",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","4","Compute-in-memory (CIM) is an attractive solution to process the extensive workloads of multiply-and-accumulate (MAC) operations in deep neural network (DNN) hardware accelerators. A simulator with options of various mainstream and emerging memory technologies, architectures and networks can be a great convenience for fast early-stage design space exploration of CIM accelerators. DNN+NeuroSim is an integrated benchmark framework supporting flexible and hierarchical CIM array design options from device-level, to circuit-level and up to algorithm-level. In this paper, we validate and calibrate the prediction of NeuroSim against a 40nm RRAM-based CIM macro post-layout simulations. First, the parameters of memory device and CMOS transistor are extracted from the TSMC's PDK and employed on the NeuroSim settings; the peripheral modules and operating process are also configured to be the same as the actual chip. Next, the area, critical path and energy consumption values from the SPICE simulations at the module-level are compared with those from NeuroSim. Some adjustment factors are introduced to account for transistor sizing and wiring area in layout, gate switching activity and post-layout performance drop, etc. We show that the prediction from NeuroSim is precise with chip-level error under 1% after the calibration.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458501","Compute-in-memory;hardware accelerator;deep neural network;design automation;benchmarking and validation","Semiconductor device modeling;Wiring;Computational modeling;Wires;Predictive models;Common Information Model (computing);Calibration","","11","","13","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"MLFlash-CIM: Embedded Multi-Level NOR-Flash Cell based Computing in Memory Architecture for Edge AI Devices","S. Zeng; Y. Zhang; Z. Zhu; Z. Qin; C. Dou; X. Si; Q. Li","University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China; Institute of Microelectronics of the Chinese Academy of Sciences, Beijing, China; Southeast University, University of Electronic Science and Technology of China, Nanjing, China; University of Electronic Science and Technology of China, Chengdu, China",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","4","Computing-in-Memory (CIM) is a promising method to overcome the well-known “Von Neumann Bottleneck” with computation insides memory, especially in edge artificial intelligence (AI) devices. In this paper, we proposed a 40nm 1Mb Multi-Level NOR-Flash cell based CIM (MLFlash-CIM) architecture with hardware and software co-design. Modeling of proposed MLFlash-CIM was analyzed with the consideration of cell variation, number of activated cells, integral non-linear (INL) and differential non-linear (DNL) of input driver, and quantization error of readout circuits. We also proposed a multi-bit neural network mapping method with 1/n top values and an adaptive quantization scheme to improve the inference accuracy. When applied to a modified VGG-16 Network with 16 layers, the proposed MLFlash-CIM can achieve 92.73% inference accuracy under CIFAR-10 dataset. This CIM structure also achieved a peak throughput of 3.277 TOPS and an energy efficiency of 35.6 TOPS/W for 4-bit multiplication and accumulation (MAC) operations.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458438","Multi-Level NOR-Flash;Computing in memory;Artificial Intelligence;Convolutional Neural Network","Quantization (signal);Microprocessors;Neural networks;Computer architecture;Throughput;Energy efficiency;Software","","7","","13","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Energy-Efficient Intelligent EPTS Device using Novel DCNN-Based Dynamic Sensor Activation","H. Kim; J. Kim; Y. -S. Kim; M. Kim; Y. Lee","Department of Electrical Engineering, POSTECH, Pohang, Republic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Republic of Korea; Institute of Artificial Intelligence, POSTECH, Pohang, Republic of Korea; Sports AIX Graduate Program, POSTECH, Pohang, Republic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Republic of Korea",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","1","The electronic performance and tracking system (EPTS) device is one of the wearable devices widely used to gather sports data of athletes in real-time. This work demonstrates an adaptive sampling strategy controlled by the advanced on-device deep convolutional neural network (DCNN) operation, extending the lifetime of EPTS device even realized in a small form factor.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458469","electronic performance and tracking system;on-device DCNN processing;sports wearable device","Performance evaluation;Adaptive systems;Circuits and systems;Wearable computers;Conferences;Real-time systems;Energy efficiency","","","","2","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Efficient Digital Implementation of n-mode Tensor-Matrix Multiplication","C. Gianoglio; E. Ragusa; R. Zunino; P. Gastaldo","DITEN Department, University of Genoa, Genova, Italy; DITEN Department, University of Genoa, Genova, Italy; DITEN Department, University of Genoa, Genova, Italy; DITEN Department, University of Genoa, Genova, Italy",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","4","With the growth of pervasive electronics, the availability of compact digital circuitry for the support of data processing is becoming a key requirement. This paper tackles the design of a digital architecture supporting the n-mode tensormatrix product in fixed point representation. The design aims to minimize the resources occupancy, targeting low cost and low power devices. Tests on a Kintex-7 FPGA confirm that the architecture leads to an efficient digital implementation, which can afford real-time performances on benchmark applications with power consumption lower than 100mW.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458404","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458404","Tensors;Multidimensional Array;Digital Architectures;Low-Power","Performance evaluation;VHDL;Power demand;Circuits and systems;Conferences;Benchmark testing;Data processing","","2","","19","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"An Ultra-Low-power Real-Time Hand-Gesture Recognition System for Edge Applications","Y. Lu; Z. Li; T. T. -H. Kim","Centre for Integrated Circuits and Systems School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Centre for Integrated Circuits and Systems School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Centre for Integrated Circuits and Systems School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","1","This demonstration presents an ultra-low-power real-time hand gesture recognition system for edge applications. The proposed design utilizes a hybrid classifier based recognition core for static gesture recognition and an error-tolerant sequence analyzer for dynamic gesture decision. The recognition core comprises a shallow decision tree and an Edge-CNN which categorizes different gestures only based on the pixel data at the edge of the hand region. As a result, the on-chip memory and computation intensity are dramatically reduced. The proposed system can recognize 24 dynamic hand gestures with an average accuracy of 92.6% with 184μW power consumption at 25MHz.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458436","low-power;high accuracy;hand gesture recognition;hybrid classifiers","Power demand;Circuits and systems;Conferences;Gesture recognition;Real-time systems;System-on-chip;Decision trees","","4","","2","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Real-time Language Recognition using Hyperdimensional Computing on Phase-change Memory Array","G. Karunaratne; A. Rahimi; M. L. Gallo; G. Cherubini; A. Sebastian","IBM Research, Zürich, Switzerland; IBM Research, Zürich, Switzerland; IBM Research, Zürich, Switzerland; IBM Research, Zürich, Switzerland; IBM Research, Zürich, Switzerland",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","1","In this demo, we show how Hyperdimensional(HD) computing can be used to recognize the language of a user-input sentence. Hyperdimensional computing (HDC) [1] is one promising brain-inspired computing approach that relies on representing entities using high dimensional (up to 10,000 dimensions) vectors called hypervectors. Similar to the brain, where representations are given by thousands of randomly originated neurons, a set of (pseudo)random quasi-orthogonal hypervectors forms the basis in the HDC framework. These hypervectors are then combined and compared using a well-defined set of algebraic operations to derive representations for composite entities and to find similarities, respectively.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458470","In-memory computing;Phase-change memory;HD computing","Phased arrays;Circuits and systems;Conferences;Neurons;Real-time systems;Phase change memory;Artificial intelligence","","4","","2","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"A Real-Time Face Recognition System by Efficient Hardware-Software Co-Design on FPGA SoCs","H. Wang; S. Cao; S. Xu","Key laboratory of Specialty Fiber Optics and Optical Access Networks, Shanghai University, Shanghai, China; Key laboratory of Specialty Fiber Optics and Optical Access Networks, Shanghai University, Shanghai, China; Key laboratory of Specialty Fiber Optics and Optical Access Networks, Shanghai University, Shanghai, China",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","2","With the development of deep learning, the accuracy of face recognition has been significantly improved. Current face recognition systems are mostly designed for CPU or GPU platforms, and faces significant latency and power constraints when migrated to embedded devices. In this live demonstration, a real-time face recognition system based on FPGA System-on-Chip (SoC) platforms is presented. To achieve real-time processing, the face recognition algorithm based on convolutional neural network is optimized first to a hardware-friendly network model and is accelerated on FPGA, while the face detection and face alignment are implemented on ARM. The latency of the entire system is 52 ms, and the face recognition accuracy on the LWF data set reaches 99.05%.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458462","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458462","","Deep learning;Circuits and systems;Face recognition;Conferences;Graphics processing units;Real-time systems;System-on-chip","","2","","2","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Design optimization for ADMM-Based SVM Training Processor for Edge Computing","S. -A. Huang; Y. -Y. Hsieh; C. -H. Yang","Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan; Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","5","This paper presents an optimized support vector machine (SVM) training processor employing the alternative direction method of multipliers (ADMM) optimizer. Low-rank approximation is exploited to reduce the dimension of the kernel matrix by employing the Nyström method. Verified in four datasets, the proposed ADMM-based training processor with rank approximation reduces 32× of matrix dimension with only 2% drop in inference accuracy. Compared to the conventional sequential minimal optimization (SMO) algorithm, the ADMM-based training algorithm is able to achieve a 9.8×107 shorter latency for training 2048 samples. Hardware optimization techniques, including pre-computation and memory sharing, are proposed to reduce the computational complexity by 62% and the memory usage by 60%. As a proof of concept, an epileptic seizure detector is designed to demonstrate the effectiveness of the proposed optimization techniques. The chip achieves a 153,310× higher energy efficiency and a 364× higher throughput-to-area ratio for SVM training than a high-end CPU. This work provides a promising solution for edge devices which require low-power and real-time training.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458569","Ministry of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458569","Support vector machine (SVM);on-line training;alternative direction method of multipliers (ADMM);rank approximation;hardware-efficient realization","Training;Support vector machines;Detectors;Approximation algorithms;Hardware;Inference algorithms;Real-time systems","","","","16","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Quantization Strategy for Pareto-optimally Low-cost and Accurate CNN","K. Nakata; D. Miyashita; A. Maki; F. Tachibana; S. Sasaki; J. Deguchi; R. Fujimoto","Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan; Kioxia Corporation, Institute of Memory Technology Research & Development, Kawasaki, Japan",2021 IEEE 3rd International Conference on Artificial Intelligence Circuits and Systems (AICAS),"23 Jun 2021","2021","","","1","4","Quantization is an effective technique to reduce memory and computational costs for inference of convolutional neural networks (CNNs). However, it has not been clarified which model can achieve higher recognition accuracy with lower memory and computational costs: a fat model (large number of parameters) quantized to an extremely low bit width (e.g., 1 or 2 bits) or a slim model (small number of parameters) quantized to moderately low bit width (e.g., 4 or 5 bits). To answer this question, we define a metric that combines the number of parameters and computations with bit widths of quantized weight parameters. Using this metric, we demonstrate that Pareto-optimal performance, where the best accuracy is obtained at a given memory or computational cost, is achieved when a slim model is moderately quantized rather than when a fat model is extremely quantized. Moreover, employing a strategy based on this finding, we empirically show that the Pareto frontier is improved by 4.3× under a post-training quantization scenario on the ImageNet dataset.","","978-1-6654-1913-0","10.1109/AICAS51828.2021.9458452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458452","CNN;quantization;pruning","Measurement;Weight measurement;Quantization (signal);Correlation;Computational modeling;Hardware;Computational efficiency","","","","25","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
