"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[PerCom 2020 Copyright notice]","",,2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","i","i","Presents the copyright information for the conference. May include reprint permission information.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127386","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127386","","","","","","","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"PerCom 2020 Committees","",,2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","i","vi","Provides a listing of current committee members and society officers.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127362","","","","","","","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"ThumbUp: Identification and Authentication by Smartwatch using Simple Hand Gestures","X. Yu; Z. Zhou; M. Xu; X. You; X. -Y. Li","School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","The widespread creative application and smart devices call for convenient and secure interaction with human users. We propose, design, and implement a smartwatch-based two-factor real-time identification and authentication system named ThumbUp, where smartwatch users can identify and authenticate themselves by some simple hand and finger gestures, such as thumb-up. ThumbUp leverages the signal collected from the Inertial Measurement Unit (IMU) in Commercial Off-The-Shelf (COTS) smart devices and discovers the unique fingerprint pattern produced by each user’s simple hand gestures using a carefully crafted deep learning model. We implement our system and conduct extensive experiments to evaluate its efficacy and efficiency with 65 different users over a period of more than 3 months. It reaches an accuracy of 97% for identification, and EER 0.014 for authentication using only one simple gesture. We also survey the users’ acceptance of our system and discuss how the proficiency of gestures affects authentication accuracy.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127367","Smartwatch;Authentication;Hand Gestures","Deep learning;Pervasive computing;System performance;Authentication;Thumb;Robustness;Real-time systems","","28","","40","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"Accurate and Robust Rogue Access Point Detection with Client-Agnostic Wireless Fingerprinting","Y. Lin; Y. Gao; B. Li; W. Dong","College of Computer Science, Zhejiang University, China; College of Computer Science, Zhejiang University, China; College of Computer Science, Zhejiang University, China; College of Computer Science, Zhejiang University, China",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","The broadcast nature of wireless medium makes WLANs easily be attacked by rogue Access Points (APs). Rogue AP attacks can potentially cause severe privacy leakage and financial lost. Hardware fingerprinting is the state-of-the-art technology to detect rogue APs, since an attacker would find it difficult to set up a rogue AP with specific hardware fingerprints. However, existing hardware fingerprints not only depend on the AP, but also depend on the client, significantly limiting their applicable scenarios. In this work, we investigate two novel client-agnostic fingerprints, which can be extracted using commercial off-the-shelf WiFi devices, to detect rogue APs. One is the power amplifier non-linearity fingerprint and the other is the frame interval distribution fingerprint. These two fingerprints remain consistent over time and space for the same AP but vary across different APs even with the same brand, model and firmware. We use the fingerprint similarity between the candidate AP and the authorized AP for device authentication. Our scheme can be implemented without modifying the infrastructural APs and can work well with new clients without rebuilding the fingerprint database. We evaluate our scheme in both in-lab and field scenarios, by analyzing 12 million WiFi packets. Results shows that our scheme achieves an overall 96.55% positive detection rate and a 4.31% false alarm rate.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127375","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127375","","Wireless communication;Pervasive computing;Privacy;Databases;Authentication;Power amplifiers;Fingerprint recognition","","14","","31","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"Participants Selection for From-Scratch Mobile Crowdsensing via Reinforcement Learning","Y. Hu; J. Wang; B. Wu; S. Helal","School of Computing and Communications, Lancaster University, UK; School of Computing and Communications, Lancaster University, UK; Columbia University, USA; School of Computing and Communications, Lancaster University, UK",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","Participant selection is a major research challenge in Mobile Crowdsensing (MCS). Previous approaches commonly assume that adequately long and fixed periods of candidate participants’ historical mobility trajectories are available before the selection process. This enables the frameworks to accurately model mobility which enables the optimization of selection. However, this assumption may not be realistic for newly-released MCS applications or platforms because the candidates have just boarded without previous mobility profiles. The sparsity or even absence of mobility traces will incur inaccurate location prediction of the individual participant, thus imposing negative effects on the participant selection process and hindering the practical deployment of new MCS applications. To this end, this paper investigates a novel problem called ""From-Scratch MCS"" (FS-MCS for short), in which we study how to intelligently select participants to minimize such ""cold-start"" effect. Specifically, we propose a novel framework based on reinforcement learning, which we name RL-Recruiter. With the gradual accumulation of mobility trajectories over time, RL-Recruiter can make a good sequence of participant selection decisions for each sensing slot by incrementally extracting and utilizing the collective mobility patterns of all candidate participants, thus avoiding the prediction of individual participant’s location that is very inaccurate when the training data is sparse. We test our approach experimentally based on two real-world mobility datasets. Our experiment results demonstrate that RL-Recruiter outperforms the baseline approaches under various settings.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127383","mobile crowdsensing;participant selection;reinforcement learning","Pervasive computing;Crowdsensing;Conferences;Computational modeling;Training data;Reinforcement learning;Trajectory","","8","","38","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"Cross-Technology Communication through Symbol-Level Energy Modulation for Commercial Wireless Networks","J. Yao; X. Zheng; J. Xu; K. Wu","College of Computer Science and Software Engineering, Shenzhen University, China; School of Computer Science, Beijing University of Posts and Telecommunications, China; College of Computer Science and Software Engineering, Shenzhen University, China; College of Computer Science and Software Engineering, Shenzhen University, China",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","The coexistence of heterogeneous devices in wireless networks brings a new topic on cross-technology communication (CTC) to improve the coexistence efficiency and boost collaboration among these devices. Current advances on CTC mainly fall into two categories, physical-layer CTC and packet-level energy modulation (PLEM). The physical-layer CTC achieves a high CTC data rate, but with channel incompatible to commercial devices, making it hard to be deployed in current wireless networks. PLEM is channel and physical layer compatible, but with two main drawbacks of the low CTC data rate and MAC incompatibility, which will induce severe interference to the other devices’ normal data transmissions. In this paper, we propose symbol-level energy modulation (SLEM), the first CTC method that is fully compatible with current devices in both channel and the physical/MAC layer processes, having the ability to be deployed in commercial wireless networks smoothly. SLEM attaches the CTC bits to one WiFi data packet through adjusting the energy levels of WiFi symbols, achieving concurrent CTC and WiFi transmissions. We make theoretical analysis to figure out the performance tradeoff between CTC and WiFi, and also conduct experiments to demonstrate the feasibility of SLEM and its performance under different network situations.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127370","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127370","","Pervasive computing;Wireless networks;Conferences;Modulation;Collaboration;Interference;Physical layer","","7","","20","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"W8-Scope: Fine-Grained, Practical Monitoring of Weight Stack-based Exercises","M. Radhakrishnan; A. Misra; R. K. Balan","School of Information Systems, Singapore Management University; School of Information Systems, Singapore Management University; School of Information Systems, Singapore Management University",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","Fine-grained, unobtrusive monitoring of gym exercises can help users track their own exercise routines and also provide corrective feedback. We propose W8-Scope, a system that uses a simple magnetic-cum-accelerometer sensor, mounted on the weight stack of gym exercise machines, to infer various attributes of gym exercise behavior. More specifically, using multiple machine learning models, W8-Scope helps identify who is exercising, what exercise she is doing, how much weight she is lifting, and whether she is committing any common mistakes. Real world studies, conducted with 50 subjects performing 14 different exercises over 103 distinct sessions in two gyms, show that W8-Scope can achieve high accuracy-e.g., identify the weight used with an accuracy of 97.5%, detect commonplace mistakes with 96.7% accuracy and identify the user with 98.7% accuracy. Moreover, by adopting incremental learning techniques, W8- Scope can also accurately track these various facets of exercise over longitudinal periods, in spite of the inherent natural changes in a user’s exercising behavior.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127379","","Pervasive computing;Conferences;Machine learning;Monitoring","","1","","29","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"LightDefender: Protecting PIN Input using Ambient Light Sensor","J. Shang; J. Wu","Center for Networked Computing, Temple University, Philadelphia, PA; Center for Networked Computing, Temple University, Philadelphia, PA",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","Nowadays, personal identification number (PIN) is one of the most popular methods for identity verification. However, recent researches show that attackers can easily recover victims’ PINs in spite of the large number of combinations PIN provides. Existing protection approaches require alteration of the original interaction between the user and PIN-based authentication systems, or still fail if the attacker can observe and mimic the victim’s input behavior. Considering these limitations, we propose a defense system called LightDefender to protect current PIN-based systems from PIN replay attacks using a single ambient light sensor. Specifically, we protect the PIN input by leveraging the biometrics in the received light intensity that is influenced by input behaviors and biological features. To our best knowledge, our work is the first one to protect PIN input using the light intensity. Different from existing approaches, LightDefender does not change the original interaction methods between the user and PIN-based authentication systems, and the extra hardware cost is low. In addition, by leveraging biological differences (e.g. finger length) among different users, LightDefender still claims high-security protection against strong attackers who can mimic the victim’s input behaviors. Experiments with 10 volunteers show that LightDefender can achieve an average true acceptance rate of 95% for normal users. More importantly, LightDefender can correctly reject two types attackers with an average true rejection rate of at least 93.6% without data of new attackers.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127361","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127361","Personal identification number;ambient light;PIN input protection","Pervasive computing;Costs;Biometrics (access control);Fingers;Authentication;Prototypes;Voltage","","2","","40","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"Beamsteering for Training-free Counting of Multiple Humans Performing Distinct Activities","S. Palipana; N. Malm; S. Sigg","Department of Communications and Networking, Aalto University, Espoo, Finland; Department of Communications and Networking, Aalto University, Espoo, Finland; Department of Communications and Networking, Aalto University, Espoo, Finland",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","Recognition of the context of humans plays an important role in pervasive applications such as intrusion detection, human density estimation for heating, ventilation and air-conditioning in smart buildings, as well as safety guarantee for workers during human-robot interaction. Radio vision is able to provide these sensing capabilities with low privacy intrusion. A common challenge though, for current radio sensing solutions is to distinguish simultaneous movement from multiple subjects. We present an approach that exploits antenna installations, for instance, found in upcoming 5G technology, to detect and extract activities from spatially scattered human targets in an ad-hoc manner in arbitrary environments and without prior training of the multi-subject detection. We perform receiver-side beamforming and beam-sweeping over different azimuth angles to detect human presence in those regions separately. We characterize the resultant fluctuations in the spatial streams due to human influence using a case study and make the traces publicly available. We demonstrate the potential of this approach through two applications: 1) By feeding the similarities of the resulting spatial streams into a clustering algorithm, we count the humans in a given area without prior training. (up to 6 people in a 22.4 m2 area with an accuracy that significantly exceeds the related work). 2) We demonstrate that simultaneously conducted activities and gestures can be extracted from the spatial streams through blind source separation.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127374","Radio sensing;Training-free crowd counting;Multi-subject recognition;Beamsteering","Training;Pervasive computing;Performance evaluation;Privacy;Smart buildings;Ventilation;Blind source separation","","2","","41","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
"Activity Recommendation: Optimizing Life in the Long Term","J. A. Ramos Rojas; J. Rosas; Y. Shen; H. Jin; A. K. Dey","Human-computer Interaction Institute Carnegie Mellon University, Pittsburgh, PA; Psychology Department, University of Pittsburgh, Pittsburgh, PA; Samsung Research America, Mountain View, CA; Samsung Research America, Mountain View, CA; Information School University of Washington, Seattle, WA",2020 IEEE International Conference on Pervasive Computing and Communications (PerCom),"29 Jun 2020","2020","","","1","10","College students every day decide and plan how to best spend their time to balance academic, physical, and social goals under uncertainty. This process is likely suboptimal where long-term life satisfaction and success is not guaranteed, and poor decision-making may lead to longer-term problems like depression. To support everyday planning, we introduce activity recommendation, a novel method that combines artificial intelligence, machine learning, and a psychology-informed approach to automatically generate activity-recommendations that optimize long-term life satisfaction. We tested our method with an existing dataset and derived activity recommendations for depressed and non-depressed students. We evaluated the recommendations through interviews with college students who rated the suggestions positively. Our model can be optimized for different goals and domains and is easy to interpret. Our results demonstrate the feasibility of our approach and lay the groundwork towards implementing a live system.","2474-249X","978-1-7281-4657-7","10.1109/PerCom45495.2020.9127358","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127358","Q-Learning;Reinforcement Learning","Pervasive computing;Uncertainty;Conferences;Computational modeling;Decision making;Psychology;Machine learning","","3","","35","IEEE","29 Jun 2020","","","IEEE","IEEE Conferences"
