"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"[Copyright notice]","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","i","Presents the copyright information for the conference. May include reprint permission information.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439131","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Welcome from the General Chairs","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","i","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439132","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"TPC Welcome","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","i","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439135","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Committees","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","vi","Provides a listing of current committee members and society officers.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439114","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Keynotes","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","ii","Provides an abstract for each of the keynote presentations and may include a brief professional biography of each presenter. The complete presentations were not made available for publication as part of the conference proceedings.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439136","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Panel","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","i","Summary form only given. An infrastructure is called critical (CRITIS) if its disruption poses a severe threat to public life. During the recent pandemics, videoconferencing, home office/schooling, and global virus data dashboards made the public aware of how dependent we have become on ""the Internet"", or rather on ICT (information and communication technology): ICT has truly become a CRITIS. The most frightening aspect in this trend is the fact that ICT is known, from both everyday experience and serious studies, to be fragile i.e. vulnerable and for the most part rather unreliable. This is why the ICT that functions as the 'nervous system' of the power grid, and of any other CRITIS, must be resilient. A particular subject of CRITIS resilience are multi-sector urban CRITIS: the growth and mechanization of cities led to a complex interwoven network of traffic, power, heating, municipal supply and disposal, etc., both indispensable for citizens and fragile. Recently, R&D efforts around Smart Cities showed that the increasing urban challenges, from pollution to traffic gridlock, from rural-urban migration to gentrification, call for ICT as a key factor in the complicated city equation. However, increasing natural catastrophes, human errors, technical threads (e.g., from nearby chemical or nuclear plants) and attacks / cyberattacks are heavily threatening the critical urban infrastructures. In summary, all of the above leads to the key panel questions: How to morph ICT from the problem into the solution for resilience-both for common CRITIS like the power grid and for smart cities i.e. urban infrastructures? This question can be divided into two parts. How to reach resilience FOR ICT i.e. how can ICT be made resilient? How to reach resilience THROUGH ICT i.e. how can ICT help to make other infrastructures more resilient rather than more fragile? The panel will initially address these questions from a more general perspective, before diving into issues related to the role of PerCom technologies such as: The role of PerCom technologies - for increased fragility or greater resilience Key PerCom design principles and concepts that may yield resilience.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439138","","Resilience;Pervasive computing;Information and communication technology;Conferences;Smart cities;Privacy;Nervous system","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Technical Program","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","iii","Provides a schedule of conference events and a listing of which papers were presented in each session.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439115","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"About IEEE PerCom 2021","",,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","i","i","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439119","","","","","","","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"Mobility Improves Accuracy: Precise Robot Manipulation with COTS RFID Systems","H. Wang; S. Chen; W. Gong",University of Science and Technology of China; Simon Fraser University; University of Science and Technology of China,2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","1","10","This paper presents GLAC, the first 3D localization system that enables millimeter-level object manipulation for robotics using only COTS RFID devices. The key insight of GLAC is that mobility reduces ambiguity and thus improves accuracy. Unlike state-of-the-art systems that require extra time or hardware to boost performance, it draws the power of modeling mobility in a delicate way. In particular, we build a novel framework for real-time tracking using the Hidden Markov Model (HMM). In our framework, multiple Kalman filters are designed to take a single phase observation for updating mobility states, and a fast inference algorithm is proposed to efficiently process an exponentially large number of candidate trajectories. We prototype GLAC with only UHF tags and a commercial reader of four antennas. Comprehensive experiments show that the median position accuracies of x/y/z dimensions are within 1 cm for both LoS and NLoS cases. The median position accuracy for slow-moving targets is 0.41 cm, which is 2.2×, 17.3×, and 14.9× better than TurboTrack, Tagoram, and RF-IDraw, respectively. Also, its median velocity accuracy is at least 20 better than all three competitors for fast-moving targets. Besides accuracy, it achieves more than 4× localization time gains over state-of-the-art systems.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439133","RFID;Real-time Tracking;High speed","Location awareness;Three-dimensional displays;Welding;Hidden Markov models;Surgery;UHF antennas;Real-time systems","","5","","57","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
"HandRate: Heart Rate Monitoring While Simply Holding a Smartphone","K. Jiokeng; G. Jakllari; A. -L. Beylot","IRIT/Toulouse INP-ENSEEIHT, University of Toulouse, France; IRIT/Toulouse INP-ENSEEIHT, University of Toulouse, France; IRIT/Toulouse INP-ENSEEIHT, University of Toulouse, France",2021 IEEE International Conference on Pervasive Computing and Communications (PerCom),"25 May 2021","2021","","","1","11","We present HandRate, the first smartphone-based system using a standard sensor (accelerometer) for opportunistically computing heart rate while a user holds their phone. Fundamentally, HandRate revisits ballistocardiography (BCG), a century-old technique for monitoring heart activity by measuring the body movement caused by the cardiac cycle. Traditionally performed using custom hardware, attached to a subject's body, revisiting BCG for the smartphone, held in hand, faces several challenges. The hand is an external organ furthest from the aorta and subject to motion artifacts, leading to a weak and noisy signal, while the position the phone is held in can impact which accelerometer axis best captures BCG. HandRate addresses these challenges by introducing a design involving two modules operating in tandem: the first aimed at transforming the accelerometer readings into a single-dimensional signal oblivious to how the phone is held, while the second module making heartbeat predictions based on this signal. Results from testing HandRate using data collected from 18 subjects show that it can estimate heart rate with accuracy similar to or better than systems requiring special sensors and/or active user participation.","2474-249X","978-1-6654-0418-1","10.1109/PERCOM50583.2021.9439134","Agence Nationale de la Recherche; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439134","Heart Activity Monitoring;Hand-based Ballis-tocardiography;Mobile Sensing;Heartbeats detection","Accelerometers;Pervasive computing;Heart beat;Sensors;Noise measurement;Motion measurement;Monitoring","","4","","57","IEEE","25 May 2021","","","IEEE","IEEE Conferences"
